Cycle_ID	Step_ID	Step_Type	Step_Time	Capacity	Capacity_Density	Energy	CmpEngergy	Capacitance	Start_Voltage	End_Voltage	Start_Temperature	End_Temperature	End_Capacity	Charge_Mid-Vol	Discharge_Mid-Vol	DCIR	ChargeCap	DischargeCap	Engy_Chg	Engy_DChg	Net_DischargeCap	Net_Engy_DChg
1518	3035	CC_DChg  	1:58:37.000	69.14	69140.28	242.93	242934.80	385421.18	3645.5	2999.7	0.0	0.0	69.14	0.0	3542.2	140.140	0.00	69.14	0.00	242.93	69.14	242.93	
1519	3036	CCCV_Chg  	2:07:07.000	69.19	69187.58	245.68	245679.99	390951.62	3014.0	3651.1	0.0	0.0	69.19	3589.4	0.0	204.461	69.19	0.00	245.68	0.00	-69.19	-245.68	
1519	3037	CC_DChg  	1:58:42.000	69.19	69192.97	243.12	243123.39	384999.54	3645.5	2998.5	0.0	0.0	69.19	0.0	3542.5	140.245	0.00	69.19	0.00	243.12	69.19	243.12	
1520	3038	CCCV_Chg  	2:07:17.000	69.20	69202.87	245.73	245729.92	391038.02	3014.0	3651.1	0.0	0.0	69.20	3589.4	0.0	221.619	69.20	0.00	245.73	0.00	-69.20	-245.73	
1520	3039	CC_DChg  	1:58:39.000	69.16	69162.64	243.02	243020.33	385725.02	3645.5	3000.0	0.0	0.0	69.16	0.0	3542.5	140.140	0.00	69.16	0.00	243.02	69.16	243.02	
1521	3040	CCCV_Chg  	2:07:11.000	69.15	69153.84	245.56	245562.83	391683.20	3015.5	3651.1	0.0	0.0	69.15	3589.4	0.0	221.587	69.15	0.00	245.56	0.00	-69.15	-245.56	
1521	3041	CC_DChg  	1:58:38.000	69.16	69156.86	243.01	243008.96	385692.81	3645.5	3000.0	0.0	0.0	69.16	0.0	3542.5	140.281	0.00	69.16	0.00	243.01	69.16	243.01	
1522	3042	CCCV_Chg  	2:07:25.000	69.19	69187.66	245.69	245685.28	392059.80	3015.8	3651.1	0.0	0.0	69.19	3589.4	0.0	225.908	69.19	0.00	245.69	0.00	-69.19	-245.69	
1522	3043	CC_DChg  	1:58:41.000	69.19	69187.38	243.11	243110.67	385147.02	3645.5	2998.8	0.0	0.0	69.19	0.0	3542.5	140.070	0.00	69.19	0.00	243.11	69.19	243.11	
1523	3044	CCCV_Chg  	2:07:14.000	69.16	69163.30	245.60	245595.48	390814.42	3014.0	3651.1	0.0	0.0	69.16	3589.4	0.0	217.298	69.16	0.00	245.60	0.00	-69.16	-245.60	
1523	3045	CC_DChg  	1:58:35.000	69.12	69124.51	242.89	242885.40	385512.38	3645.5	3000.0	0.0	0.0	69.12	0.0	3542.2	140.140	0.00	69.12	0.00	242.89	69.12	242.89	
1524	3046	CCCV_Chg  	2:07:08.000	69.13	69126.22	245.47	245469.59	391342.00	3015.2	3651.1	0.0	0.0	69.13	3589.4	0.0	217.298	69.13	0.00	245.47	0.00	-69.13	-245.47	
1524	3047	CC_DChg  	1:58:39.000	69.16	69155.84	243.00	242997.38	385150.11	3645.5	2999.1	0.0	0.0	69.16	0.0	3542.5	140.245	0.00	69.16	0.00	243.00	69.16	243.00	
1525	3048	CCCV_Chg  	2:06:56.000	69.08	69080.85	245.29	245292.76	390962.21	3014.6	3650.7	0.0	0.0	69.08	3589.4	0.0	221.619	69.08	0.00	245.29	0.00	-69.08	-245.29	
1525	3049	CC_DChg  	1:58:35.000	69.12	69121.03	242.87	242874.07	385313.86	3645.5	2999.7	0.0	0.0	69.12	0.0	3542.2	130.098	0.00	69.12	0.00	242.87	69.12	242.87	
1526	3050	CCCV_Chg  	2:07:11.000	69.13	69131.40	245.48	245480.63	391556.06	3015.5	3651.1	0.0	0.0	69.13	3589.4	0.0	225.876	69.13	0.00	245.48	0.00	-69.13	-245.48	
1526	3051	CC_DChg  	1:58:35.000	69.12	69121.03	242.87	242871.10	384599.26	3645.5	2998.5	0.0	0.0	69.12	0.0	3542.5	140.140	0.00	69.12	0.00	242.87	69.12	242.87	
1527	3052	CCCV_Chg  	2:07:11.000	69.17	69168.01	245.61	245609.96	391025.20	3014.3	3651.1	0.0	0.0	69.17	3589.4	0.0	225.908	69.17	0.00	245.61	0.00	-69.17	-245.61	
1527	3053	CC_DChg  	1:58:38.000	69.15	69148.81	242.97	242969.52	385468.72	3645.2	2999.4	0.0	0.0	69.15	0.0	3542.5	147.722	0.00	69.15	0.00	242.97	69.15	242.97	
1528	3054	CCCV_Chg  	2:07:31.000	69.17	69168.48	245.61	245612.79	391581.27	3015.2	3651.1	0.0	0.0	69.17	3589.4	0.0	225.876	69.17	0.00	245.61	0.00	-69.17	-245.61	
1528	3055	CC_DChg  	1:58:40.000	69.17	69172.34	243.06	243055.08	385599.92	3645.5	2999.7	0.0	0.0	69.17	0.0	3542.5	140.456	0.00	69.17	0.00	243.06	69.17	243.06	
1529	3056	CCCV_Chg  	2:07:07.000	69.16	69156.79	245.57	245566.46	391576.68	3014.9	3650.7	0.0	0.0	69.16	3589.4	0.0	217.267	69.16	0.00	245.57	0.00	-69.16	-245.57	
1529	3057	CC_DChg  	1:58:33.000	69.10	69096.25	242.78	242777.10	384639.72	3645.2	2998.5	0.0	0.0	69.10	0.0	3542.2	138.052	0.00	69.10	0.00	242.78	69.10	242.78	
1530	3058	CCCV_Chg  	2:07:17.000	69.16	69157.64	245.57	245565.51	390782.47	3014.0	3651.1	0.0	0.0	69.16	3589.4	0.0	221.619	69.16	0.00	245.57	0.00	-69.16	-245.57	
1530	3059	CC_DChg  	1:58:38.000	69.15	69146.43	242.96	242958.68	385097.68	3645.5	2999.1	0.0	0.0	69.15	0.0	3542.5	140.140	0.00	69.15	0.00	242.96	69.15	242.96	
1531	3060	CCCV_Chg  	2:07:11.000	69.16	69157.21	245.56	245564.94	391148.42	3014.6	3651.1	0.0	0.0	69.16	3589.4	0.0	221.587	69.16	0.00	245.56	0.00	-69.16	-245.56	
1531	3061	CC_DChg  	1:58:35.000	69.12	69115.92	242.85	242847.93	385464.46	3645.5	3000.0	0.0	0.0	69.12	0.0	3542.2	140.140	0.00	69.12	0.00	242.85	69.12	242.85	
1532	3062	CCCV_Chg  	2:07:17.000	69.17	69169.23	245.61	245611.31	391585.52	3015.2	3651.1	0.0	0.0	69.17	3589.4	0.0	217.329	69.17	0.00	245.61	0.00	-69.17	-245.61	
1532	3063	CC_DChg  	1:58:35.000	69.12	69123.03	242.88	242880.64	385146.14	3645.5	2999.4	0.0	0.0	69.12	0.0	3542.5	140.210	0.00	69.12	0.00	242.88	69.12	242.88	
1533	3064	CCCV_Chg  	2:07:09.000	69.15	69149.98	245.55	245548.67	390739.16	3014.0	3651.1	0.0	0.0	69.15	3589.4	0.0	208.721	69.15	0.00	245.55	0.00	-69.15	-245.55	
1533	3065	CC_DChg  	1:58:34.000	69.12	69118.01	242.86	242861.69	385297.04	3645.5	2999.7	0.0	0.0	69.12	0.0	3542.5	140.281	0.00	69.12	0.00	242.86	69.12	242.86	
1534	3066	CCCV_Chg  	2:07:17.000	69.17	69174.88	245.64	245635.76	391064.01	3014.6	3651.4	0.0	0.0	69.17	3589.4	0.0	213.009	69.17	0.00	245.64	0.00	-69.17	-245.64	
1534	3067	CC_DChg  	1:58:40.000	69.17	69173.69	243.06	243064.57	385249.50	3645.5	2999.1	0.0	0.0	69.17	0.0	3542.5	147.870	0.00	69.17	0.00	243.06	69.17	243.06	
1535	3068	CCCV_Chg  	2:06:58.000	69.11	69112.58	245.41	245412.00	390895.99	3014.6	3651.1	0.0	0.0	69.11	3589.4	0.0	221.619	69.11	0.00	245.41	0.00	-69.11	-245.41	
1535	3069	CC_DChg  	1:58:31.000	69.09	69086.35	242.75	242754.12	384941.76	3645.5	2999.4	0.0	0.0	69.09	0.0	3542.5	140.386	0.00	69.09	0.00	242.75	69.09	242.75	
1536	3070	CCCV_Chg  	2:07:17.000	69.13	69125.88	245.47	245465.37	391155.56	3014.9	3651.1	0.0	0.0	69.13	3589.4	0.0	221.555	69.13	0.00	245.47	0.00	-69.13	-245.47	
1536	3071	CC_DChg  	1:58:35.000	69.13	69132.05	242.92	242921.81	385554.42	3645.5	3000.0	0.0	0.0	69.13	0.0	3542.5	140.281	0.00	69.13	0.00	242.92	69.13	242.92	
1537	3072	CCCV_Chg  	2:06:59.000	69.11	69114.39	245.42	245419.69	391275.04	3015.2	3651.1	0.0	0.0	69.11	3589.4	0.0	217.267	69.11	0.00	245.42	0.00	-69.11	-245.42	
1537	3073	CC_DChg  	1:58:32.000	69.10	69102.07	242.81	242810.25	385208.19	3645.5	2999.7	0.0	0.0	69.10	0.0	3542.5	140.245	0.00	69.10	0.00	242.81	69.10	242.81	
1538	3074	CCCV_Chg  	2:07:18.000	69.16	69162.22	245.59	245590.83	391361.21	3014.9	3651.1	0.0	0.0	69.16	3589.4	0.0	217.329	69.16	0.00	245.59	0.00	-69.16	-245.59	
1538	3075	CC_DChg  	1:58:37.000	69.15	69148.71	242.98	242977.08	385468.19	3645.5	2999.7	0.0	0.0	69.15	0.0	3542.5	140.175	0.00	69.15	0.00	242.98	69.15	242.98	
1539	3076	CCCV_Chg  	2:06:58.000	69.14	69137.83	245.50	245501.16	391407.77	3015.2	3651.1	0.0	0.0	69.14	3589.4	0.0	221.555	69.14	0.00	245.50	0.00	-69.14	-245.50	
1539	3077	CC_DChg  	1:58:29.000	69.06	69062.80	242.66	242662.58	384989.28	3645.5	2999.7	0.0	0.0	69.06	0.0	3542.2	140.140	0.00	69.06	0.00	242.66	69.06	242.66	
1540	3078	CCCV_Chg  	2:07:04.000	69.08	69081.26	245.32	245319.40	390903.10	3014.9	3651.1	0.0	0.0	69.08	3589.7	0.0	217.329	69.08	0.00	245.32	0.00	-69.08	-245.32	
1540	3079	CC_DChg  	1:58:32.000	69.09	69092.22	242.76	242764.46	384974.45	3645.5	2999.4	0.0	0.0	69.09	0.0	3542.2	140.140	0.00	69.09	0.00	242.76	69.09	242.76	
1541	3080	CCCV_Chg  	2:07:11.000	69.10	69096.29	245.37	245369.41	391172.61	3015.2	3651.1	0.0	0.0	69.10	3589.7	0.0	225.908	69.10	0.00	245.37	0.00	-69.10	-245.37	
1541	3081	CC_DChg  	1:58:31.000	69.08	69076.76	242.70	242703.58	385246.04	3645.2	2999.7	0.0	0.0	69.08	0.0	3542.2	147.648	0.00	69.08	0.00	242.70	69.08	242.70	
1542	3082	CCCV_Chg  	2:07:13.000	69.07	69072.43	245.29	245285.98	390853.11	3014.9	3651.1	0.0	0.0	69.07	3589.4	0.0	217.329	69.07	0.00	245.29	0.00	-69.07	-245.29	
1542	3083	CC_DChg  	1:58:33.000	69.10	69095.63	242.77	242771.49	385351.28	3645.2	2999.7	0.0	0.0	69.10	0.0	3542.2	147.648	0.00	69.10	0.00	242.77	69.10	242.77	
1543	3084	CCCV_Chg  	2:07:05.000	69.06	69058.62	245.23	245231.27	391020.81	3014.9	3650.7	0.0	0.0	69.06	3589.7	0.0	217.329	69.06	0.00	245.23	0.00	-69.06	-245.23	
1543	3085	CC_DChg  	1:58:27.000	69.04	69036.93	242.56	242559.14	384845.09	3645.2	2999.4	0.0	0.0	69.04	0.0	3542.2	137.603	0.00	69.04	0.00	242.56	69.04	242.56	
1544	3086	CCCV_Chg  	2:07:07.000	69.04	69042.12	245.17	245169.81	390313.47	3014.3	3651.1	0.0	0.0	69.04	3589.7	0.0	213.040	69.04	0.00	245.17	0.00	-69.04	-245.17	
1544	3087	CC_DChg  	1:58:28.000	69.05	69048.10	242.60	242599.06	384907.36	3645.2	2999.4	0.0	0.0	69.05	0.0	3542.2	147.648	0.00	69.05	0.00	242.60	69.05	242.60	
1545	3088	CCCV_Chg  	2:07:18.000	69.08	69075.74	245.30	245299.31	390933.27	3014.6	3650.7	0.0	0.0	69.08	3589.7	0.0	217.298	69.08	0.00	245.30	0.00	-69.08	-245.30	
1545	3089	CC_DChg  	1:58:30.000	69.07	69071.91	242.69	242693.31	385040.09	3645.5	2999.7	0.0	0.0	69.07	0.0	3542.2	130.293	0.00	69.07	0.00	242.69	69.07	242.69	
1546	3090	CCCV_Chg  	2:07:21.000	69.10	69097.41	245.38	245384.28	391363.58	3015.5	3651.1	0.0	0.0	69.10	3590.0	0.0	225.908	69.10	0.00	245.38	0.00	-69.10	-245.38	
1546	3091	CC_DChg  	1:58:30.000	69.07	69070.68	242.69	242688.54	384675.80	3645.5	2999.1	0.0	0.0	69.07	0.0	3542.2	140.245	0.00	69.07	0.00	242.69	69.07	242.69	
1547	3092	CCCV_Chg  	2:07:09.000	69.07	69066.98	245.26	245264.36	391006.67	3015.2	3651.1	0.0	0.0	69.07	3589.7	0.0	230.164	69.07	0.00	245.26	0.00	-69.07	-245.26	
1547	3093	CC_DChg  	1:58:30.000	69.07	69066.99	242.67	242668.74	385012.62	3645.2	2999.4	0.0	0.0	69.07	0.0	3542.2	147.722	0.00	69.07	0.00	242.67	69.07	242.67	
1548	3094	CCCV_Chg  	2:07:02.000	69.06	69056.36	245.22	245222.14	390639.38	3014.3	3650.7	0.0	0.0	69.06	3589.7	0.0	213.040	69.06	0.00	245.22	0.00	-69.06	-245.22	
1548	3095	CC_DChg  	1:58:28.000	69.05	69050.59	242.62	242615.48	384921.21	3645.2	2999.4	0.0	0.0	69.05	0.0	3542.2	137.638	0.00	69.05	0.00	242.62	69.05	242.62	
1549	3096	CCCV_Chg  	2:07:33.000	69.13	69125.62	245.48	245475.20	390969.71	3014.6	3651.1	0.0	0.0	69.13	3589.7	0.0	217.329	69.13	0.00	245.48	0.00	-69.13	-245.48	
1549	3097	CC_DChg  	1:58:29.000	69.06	69059.31	242.65	242652.17	385148.72	3645.2	2999.7	0.0	0.0	69.06	0.0	3542.2	147.722	0.00	69.06	0.00	242.65	69.06	242.65	
1550	3098	CCCV_Chg  	2:07:39.000	69.14	69136.23	245.52	245516.54	391768.33	3015.8	3651.1	0.0	0.0	69.14	3589.7	0.0	230.164	69.14	0.00	245.52	0.00	-69.14	-245.52	
1550	3099	CC_DChg  	1:58:34.000	69.11	69105.65	242.81	242808.16	384692.02	3645.5	2998.8	0.0	0.0	69.11	0.0	3542.2	140.386	0.00	69.11	0.00	242.81	69.11	242.81	
1551	3100	CCCV_Chg  	2:07:11.000	69.10	69097.95	245.37	245373.38	390629.10	3014.3	3651.1	0.0	0.0	69.10	3589.7	0.0	221.619	69.10	0.00	245.37	0.00	-69.10	-245.37	
1551	3101	CC_DChg  	1:58:28.000	69.05	69051.81	242.62	242618.71	384570.70	3645.5	2999.1	0.0	0.0	69.05	0.0	3542.2	140.351	0.00	69.05	0.00	242.62	69.05	242.62	
1552	3102	CCCV_Chg  	2:07:14.000	69.06	69057.51	245.23	245227.61	390768.69	3014.9	3651.1	0.0	0.0	69.06	3589.7	0.0	225.876	69.06	0.00	245.23	0.00	-69.06	-245.23	
1552	3103	CC_DChg  	1:58:32.000	69.09	69092.27	242.76	242763.28	385332.58	3645.5	3000.0	0.0	0.0	69.09	0.0	3542.2	140.210	0.00	69.09	0.00	242.76	69.09	242.76	
1553	3104	CCCV_Chg  	2:07:27.000	69.12	69123.36	245.47	245466.93	391202.77	3014.6	3650.7	0.0	0.0	69.12	3589.7	0.0	208.750	69.12	0.00	245.47	0.00	-69.12	-245.47	
1553	3105	CC_DChg  	1:58:30.000	69.07	69067.62	242.67	242670.73	384837.38	3645.5	2999.4	0.0	0.0	69.07	0.0	3542.2	130.457	0.00	69.07	0.00	242.67	69.07	242.67	
1554	3106	CC_Chg  	13:47:20.000	68.81	68806.56	243.89	243892.04	385470.90	3007.5	3650.1	0.0	0.0	68.81	3580.1	0.0	202.652	68.81	0.00	243.89	0.00	-68.81	-243.89	
1554	3107	CC_DChg  	14:01:12.000	69.96	69959.80	246.00	246003.79	389085.86	3647.3	3000.0	0.0	0.0	69.96	0.0	3546.9	280.561	0.00	69.96	0.00	246.00	69.96	246.00	
1555	3108	CCCV_Chg  	2:09:13.000	70.11	70106.17	248.73	248733.82	394039.39	3010.6	3651.1	0.0	0.0	70.11	3586.9	0.0	265.199	70.11	0.00	248.73	0.00	-70.11	-248.73	
1555	3109	CC_DChg  	1:58:33.000	69.11	69105.22	242.80	242803.64	384689.62	3645.5	2998.8	0.0	0.0	69.11	0.0	3542.2	140.140	0.00	69.11	0.00	242.80	69.11	242.80	
1556	3110	CCCV_Chg  	2:07:34.000	69.17	69174.51	245.65	245646.26	391246.27	3014.6	3651.1	0.0	0.0	69.17	3589.7	0.0	225.876	69.17	0.00	245.65	0.00	-69.17	-245.65	
1556	3111	CC_DChg  	1:58:32.000	69.10	69102.47	242.81	242808.64	385210.42	3645.5	2999.7	0.0	0.0	69.10	0.0	3542.5	140.456	0.00	69.10	0.00	242.81	69.10	242.81	
1557	3112	CCCV_Chg  	2:07:26.000	69.10	69101.61	245.40	245398.24	390465.88	3014.3	3651.4	0.0	0.0	69.10	3589.7	0.0	208.721	69.10	0.00	245.40	0.00	-69.10	-245.40	
1557	3113	CC_DChg  	1:58:30.000	69.08	69081.76	242.73	242733.40	384916.17	3645.5	2999.4	0.0	0.0	69.08	0.0	3542.2	147.833	0.00	69.08	0.00	242.73	69.08	242.73	
1558	3114	CCCV_Chg  	2:07:13.000	69.09	69090.81	245.36	245355.85	390772.84	3014.6	3651.1	0.0	0.0	69.09	3589.7	0.0	217.267	69.09	0.00	245.36	0.00	-69.09	-245.36	
1558	3115	CC_DChg  	1:58:28.000	69.06	69061.38	242.66	242664.18	384981.36	3645.5	2999.7	0.0	0.0	69.06	0.0	3542.2	140.175	0.00	69.06	0.00	242.66	69.06	242.66	
1559	3116	CCCV_Chg  	2:07:21.000	69.10	69102.47	245.39	245392.59	391207.56	3015.2	3651.1	0.0	0.0	69.10	3589.7	0.0	221.587	69.10	0.00	245.39	0.00	-69.10	-245.39	
1559	3117	CC_DChg  	1:58:31.000	69.08	69084.72	242.74	242739.13	384397.20	3645.5	2998.5	0.0	0.0	69.08	0.0	3542.2	140.210	0.00	69.08	0.00	242.74	69.08	242.74	
1560	3118	CCCV_Chg  	2:07:04.000	69.09	69087.73	245.34	245338.31	390387.44	3014.0	3651.1	0.0	0.0	69.09	3589.7	0.0	221.619	69.09	0.00	245.34	0.00	-69.09	-245.34	
1560	3119	CC_DChg  	1:58:20.000	68.98	68984.62	242.40	242399.29	384732.19	3645.5	3000.0	0.0	0.0	68.98	0.0	3542.2	140.316	0.00	68.98	0.00	242.40	68.98	242.40	
1561	3120	CCCV_Chg  	2:07:08.000	69.01	69014.61	245.09	245088.10	391263.95	3016.1	3651.1	0.0	0.0	69.01	3590.0	0.0	230.132	69.01	0.00	245.09	0.00	-69.01	-245.09	
1561	3121	CC_DChg  	1:58:31.000	69.09	69091.79	242.77	242767.26	384793.38	3645.5	2999.1	0.0	0.0	69.09	0.0	3542.2	140.210	0.00	69.09	0.00	242.77	69.09	242.77	
1562	3122	CCCV_Chg  	2:07:25.000	69.09	69092.90	245.37	245367.59	390784.67	3014.6	3651.1	0.0	0.0	69.09	3590.0	0.0	221.587	69.09	0.00	245.37	0.00	-69.09	-245.37	
1562	3123	CC_DChg  	1:58:31.000	69.09	69092.68	242.78	242778.49	385334.84	3645.5	3000.0	0.0	0.0	69.09	0.0	3542.2	140.105	0.00	69.09	0.00	242.78	69.09	242.78	
1563	3124	CCCV_Chg  	2:07:14.000	69.07	69071.71	245.29	245294.28	390664.79	3014.6	3651.1	0.0	0.0	69.07	3590.0	0.0	208.691	69.07	0.00	245.29	0.00	-69.07	-245.29	
1563	3125	CC_DChg  	1:58:28.000	69.06	69063.23	242.67	242672.65	384277.60	3645.5	2998.5	0.0	0.0	69.06	0.0	3542.2	140.140	0.00	69.06	0.00	242.67	69.06	242.67	
1564	3126	CCCV_Chg  	2:07:04.000	69.04	69035.68	245.16	245164.78	390461.02	3014.6	3651.1	0.0	0.0	69.04	3589.7	0.0	230.132	69.04	0.00	245.16	0.00	-69.04	-245.16	
1564	3127	CC_DChg  	1:58:28.000	69.06	69059.48	242.65	242651.13	384256.75	3645.5	2998.5	0.0	0.0	69.06	0.0	3542.2	140.281	0.00	69.06	0.00	242.65	69.06	242.65	
1565	3128	CCCV_Chg  	2:07:08.000	69.07	69073.79	245.29	245289.76	390308.66	3014.0	3651.1	0.0	0.0	69.07	3589.7	0.0	221.587	69.07	0.00	245.29	0.00	-69.07	-245.29	
1565	3129	CC_DChg  	1:58:26.000	69.04	69044.72	242.61	242605.43	384888.49	3645.5	2999.7	0.0	0.0	69.04	0.0	3542.2	140.281	0.00	69.04	0.00	242.61	69.04	242.61	
1566	3130	CCCV_Chg  	2:07:11.000	69.07	69071.54	245.29	245288.53	391032.49	3015.2	3651.1	0.0	0.0	69.07	3590.0	0.0	221.555	69.07	0.00	245.29	0.00	-69.07	-245.29	
1566	3131	CC_DChg  	1:58:28.000	69.06	69063.18	242.67	242672.51	385170.35	3645.5	3000.0	0.0	0.0	69.06	0.0	3542.2	140.386	0.00	69.06	0.00	242.67	69.06	242.67	
1567	3132	CCCV_Chg  	2:07:05.000	69.03	69028.06	245.13	245130.74	390786.32	3015.2	3651.1	0.0	0.0	69.03	3590.0	0.0	217.267	69.03	0.00	245.13	0.00	-69.03	-245.13	
1567	3133	CC_DChg  	1:58:20.000	68.98	68984.01	242.39	242386.68	383836.86	3645.5	2998.5	0.0	0.0	68.98	0.0	3542.2	140.070	0.00	68.98	0.00	242.39	68.98	242.39	
1568	3134	CCCV_Chg  	2:07:09.000	69.04	69038.03	245.17	245168.83	390290.37	3014.3	3651.1	0.0	0.0	69.04	3590.0	0.0	225.843	69.04	0.00	245.17	0.00	-69.04	-245.17	
1568	3135	CC_DChg  	1:58:24.000	69.02	69023.86	242.54	242535.33	384593.56	3645.5	2999.4	0.0	0.0	69.02	0.0	3542.2	140.140	0.00	69.02	0.00	242.54	69.02	242.54	
1569	3136	CCCV_Chg  	2:07:16.000	69.05	69053.03	245.23	245228.72	390375.14	3014.3	3651.1	0.0	0.0	69.05	3590.0	0.0	212.979	69.05	0.00	245.23	0.00	-69.05	-245.23	
1569	3137	CC_DChg  	1:58:26.000	69.04	69044.38	242.61	242605.57	384172.74	3645.5	2998.5	0.0	0.0	69.04	0.0	3542.2	140.210	0.00	69.04	0.00	242.61	69.04	242.61	
1570	3138	CCCV_Chg  	2:07:11.000	69.03	69033.28	245.15	245146.44	390447.45	3014.6	3651.1	0.0	0.0	69.03	3590.0	0.0	230.132	69.03	0.00	245.15	0.00	-69.03	-245.15	
1570	3139	CC_DChg  	1:58:24.000	69.02	69019.07	242.51	242510.23	384745.49	3645.5	2999.7	0.0	0.0	69.02	0.0	3542.2	140.140	0.00	69.02	0.00	242.51	69.02	242.51	
1571	3140	CCCV_Chg  	2:07:01.000	69.01	69009.40	245.06	245064.32	390128.50	3014.3	3651.1	0.0	0.0	69.01	3590.0	0.0	208.691	69.01	0.00	245.06	0.00	-69.01	-245.06	
1571	3141	CC_DChg  	1:58:17.000	68.95	68952.64	242.28	242281.47	384375.18	3645.5	2999.7	0.0	0.0	68.95	0.0	3542.2	140.140	0.00	68.95	0.00	242.28	68.95	242.28	
1572	3142	CCCV_Chg  	2:07:06.000	69.01	69013.07	245.08	245077.26	390885.84	3015.5	3651.1	0.0	0.0	69.01	3590.0	0.0	225.876	69.01	0.00	245.08	0.00	-69.01	-245.08	
1572	3143	CC_DChg  	1:58:22.000	69.00	68999.76	242.44	242444.90	384102.55	3645.5	2998.8	0.0	0.0	69.00	0.0	3542.2	140.140	0.00	69.00	0.00	242.44	69.00	242.44	
1573	3144	CCCV_Chg  	2:07:19.000	69.03	69025.58	245.12	245122.48	390219.99	3014.3	3651.1	0.0	0.0	69.03	3590.0	0.0	221.587	69.03	0.00	245.12	0.00	-69.03	-245.12	
1573	3145	CC_DChg  	1:58:15.000	68.93	68933.06	242.21	242208.96	383909.36	3645.5	2999.1	0.0	0.0	68.93	0.0	3542.2	140.105	0.00	68.93	0.00	242.21	68.93	242.21	
1574	3146	CCCV_Chg  	2:07:11.000	69.03	69029.45	245.14	245142.43	390425.80	3014.6	3651.1	0.0	0.0	69.03	3590.0	0.0	221.555	69.03	0.00	245.14	0.00	-69.03	-245.14	
1574	3147	CC_DChg  	1:58:18.000	68.96	68963.36	242.32	242319.44	384613.60	3645.5	3000.0	0.0	0.0	68.96	0.0	3542.2	140.105	0.00	68.96	0.00	242.32	68.96	242.32	
1575	3148	CCCV_Chg  	2:07:20.000	69.03	69033.82	245.16	245159.59	391003.37	3015.5	3651.1	0.0	0.0	69.03	3590.0	0.0	221.555	69.03	0.00	245.16	0.00	-69.03	-245.16	
1575	3149	CC_DChg  	1:58:20.000	68.99	68987.49	242.41	242410.43	383856.21	3645.5	2998.5	0.0	0.0	68.99	0.0	3542.2	140.070	0.00	68.99	0.00	242.41	68.99	242.41	
1576	3150	CCCV_Chg  	2:07:14.000	69.02	69021.30	245.11	245112.70	390012.04	3014.0	3651.1	0.0	0.0	69.02	3590.0	0.0	221.587	69.02	0.00	245.11	0.00	-69.02	-245.11	
1576	3151	CC_DChg  	1:58:19.000	68.98	68978.46	242.38	242378.57	384519.12	3645.5	2999.7	0.0	0.0	68.98	0.0	3542.2	140.210	0.00	68.98	0.00	242.38	68.98	242.38	
1577	3152	CCCV_Chg  	2:06:57.000	69.00	68996.61	245.02	245020.63	390424.10	3014.9	3651.1	0.0	0.0	69.00	3590.0	0.0	217.267	69.00	0.00	245.02	0.00	-69.00	-245.02	
1577	3153	CC_DChg  	1:58:14.000	68.93	68929.96	242.20	242204.33	384070.35	3645.5	2999.4	0.0	0.0	68.93	0.0	3542.2	140.456	0.00	68.93	0.00	242.20	68.93	242.20	
1578	3154	CCCV_Chg  	2:07:09.000	68.99	68989.26	245.00	245004.03	390566.66	3015.5	3651.4	0.0	0.0	68.99	3590.0	0.0	230.132	68.99	0.00	245.00	0.00	-68.99	-245.00	
1578	3155	CC_DChg  	1:58:19.000	68.98	68978.56	242.38	242380.81	384162.78	3645.5	2999.1	0.0	0.0	68.98	0.0	3542.2	147.611	0.00	68.98	0.00	242.38	68.98	242.38	
1579	3156	CCCV_Chg  	2:07:06.000	69.00	69000.49	245.04	245036.64	390262.01	3014.9	3651.4	0.0	0.0	69.00	3590.0	0.0	225.843	69.00	0.00	245.04	0.00	-69.00	-245.04	
1579	3157	CC_DChg  	1:58:18.000	68.97	68968.90	242.35	242348.27	384287.31	3645.5	2999.4	0.0	0.0	68.97	0.0	3542.2	147.870	0.00	68.97	0.00	242.35	68.97	242.35	
1580	3158	CCCV_Chg  	2:07:10.000	69.02	69020.84	245.11	245112.76	390561.19	3014.9	3651.1	0.0	0.0	69.02	3590.0	0.0	221.555	69.02	0.00	245.11	0.00	-69.02	-245.11	
1580	3159	CC_DChg  	1:58:19.000	68.98	68978.57	242.38	242382.09	384519.74	3645.5	2999.7	0.0	0.0	68.98	0.0	3542.2	140.175	0.00	68.98	0.00	242.38	68.98	242.38	
1581	3160	CCCV_Chg  	2:07:08.000	68.98	68977.53	244.96	244961.59	390500.25	3015.2	3651.1	0.0	0.0	68.98	3590.0	0.0	221.555	68.98	0.00	244.96	0.00	-68.98	-244.96	
1581	3161	CC_DChg  	1:58:23.000	69.02	69017.48	242.52	242517.13	384023.09	3645.5	2998.5	0.0	0.0	69.02	0.0	3542.2	140.140	0.00	69.02	0.00	242.52	69.02	242.52	
1582	3162	CCCV_Chg  	2:06:58.000	68.96	68960.48	244.89	244892.76	389851.95	3014.3	3651.1	0.0	0.0	68.96	3590.0	0.0	225.843	68.96	0.00	244.89	0.00	-68.96	-244.89	
1582	3163	CC_DChg  	1:58:15.000	68.94	68939.43	242.24	242237.41	384123.12	3645.5	2999.4	0.0	0.0	68.94	0.0	3542.2	140.210	0.00	68.94	0.00	242.24	68.94	242.24	
